18:5,7,4,1,3,7,2,6,1,7,9,4,2,1,2,8,1,7,5,5,9,2,3,5,9,6,6,9,9,6
19:7,1,8,6,3,7,1,3,4,4,9,2,3,8,5,6,2,1,3,6,2,7,3,9,6,4,4,9,2,7
20:1,5,3,2,5,6,3,3,7,5,3,9,8,7,6,6,9,8,4,4,9,4,1,2,8,8,3,6,1,7
21:1,3,5,2,4,9,5,1,4,2,9,5,5,3,7,4,5,9,3,6,2,5,6,7,9,6,2,5,4,1
22:1,6,3,9,6,5,5,5,2,8,8,6,3,1,3,8,4,7,8,3,5,8,5,9,9,1,8,3,8,2
23:4,6,1,3,4,2,2,4,2,5,4,5,4,6,5,1,1,1,5,2,4,9,9,8,9,8,1,3,4,3
24:3,5,8,6,7,5,6,2,6,5,3,4,8,1,6,7,9,6,4,3,7,3,2,2,2,9,6,3,1,5
25:3,1,9,9,5,2,4,3,4,3,3,1,8,8,3,4,2,7,2,2,8,1,8,9,3,8,2,1,1,4
26:5,4,4,6,4,4,7,8,8,4,7,6,5,2,5,9,2,2,9,5,2,6,1,9,5,7,3,1,1,9
27:5,1,3,3,3,9,5,3,5,8,9,2,4,7,6,5,3,7,2,9,1,6,4,6,4,1,9,1,8,8
28:2,9,4,1,5,5,7,6,1,4,9,1,6,2,2,4,9,8,9,5,3,6,8,2,6,8,9,7,8,5
29:7,3,1,4,2,8,9,7,7,6,9,2,7,7,9,6,1,4,6,3,9,1,3,5,3,9,2,6,4,3
30:7,4,1,8,8,3,7,1,4,7,9,1,8,4,4,6,1,7,4,5,2,7,2,5,1,2,8,6,6,9
31:6,9,8,7,1,7,8,6,4,5,8,2,8,3,1,3,3,9,2,1,8,4,7,3,5,5,2,9,1,5
32:5,8,7,5,4,2,2,6,1,1,8,6,5,8,3,6,3,6,7,3,8,7,2,7,4,4,8,5,7,3
33:7,2,1,9,7,4,6,1,8,7,9,3,5,5,2,1,7,2,2,3,1,6,3,6,5,6,9,9,6,7
34:6,6,8,3,6,4,1,7,6,4,7,8,9,5,5,2,8,9,4,8,2,1,8,6,8,4,6,3,9,6
35:2,7,5,8,3,7,4,5,9,4,6,6,9,9,1,7,4,9,8,6,2,4,4,3,8,6,8,3,1,3
36:9,1,6,1,7,6,5,4,8,1,4,5,5,5,9,8,4,6,2,4,3,8,1,6,3,6,8,9,5,8
37:8,7,8,3,2,3,4,9,2,6,5,5,3,8,7,8,2,1,8,6,8,6,9,6,1,5,5,1,6,5
38:2,9,6,3,9,7,2,1,9,6,8,8,6,9,2,8,4,2,1,2,6,1,9,7,8,5,8,2,6,5
39:5,4,7,9,5,7,4,6,5,6,2,3,7,1,2,5,2,9,5,4,9,9,3,5,8,8,7,5,8,7
40:7,6,1,5,8,8,9,8,8,1,2,6,8,7,5,3,8,3,8,5,1,2,2,6,6,5,1,5,1,3
41:4,5,4,3,2,9,3,9,2,5,5,8,5,2,6,7,4,5,5,7,2,5,9,9,2,1,6,5,7,6
42:8,5,6,3,7,1,8,5,8,5,2,5,6,1,9,8,4,8,9,9,2,4,5,2,5,1,4,4,8,8
43:4,9,5,1,7,7,3,4,8,5,4,6,3,3,4,6,1,2,7,6,1,7,3,4,1,4,3,2,2,4
44:7,4,3,6,3,8,1,4,8,2,9,8,3,2,1,7,1,5,8,6,9,9,2,1,1,5,3,7,6,5
45:1,7,5,9,3,6,3,8,4,3,4,1,9,5,5,2,2,8,3,5,6,6,9,4,5,3,5,3,2,8
46:5,1,4,2,8,9,5,6,3,9,3,3,4,9,8,8,2,3,7,5,7,7,1,2,2,7,1,9,1,9
47:9,7,5,1,3,2,6,7,4,6,1,8,6,9,6,3,1,8,3,7,9,4,5,4,4,4,3,1,7,5
48:2,5,8,4,4,2,5,7,7,5,2,8,6,5,7,2,3,4,2,5,4,6,5,4,4,8,7,7,4,5
49:6,2,7,4,4,4,7,4,2,8,8,9,5,6,9,8,4,4,7,9,9,4,5,3,4,2,9,2,9,9
50:5,1,6,2,1,8,5,1,9,1,8,8,8,7,7,6,1,6,7,2,9,9,7,5,8,9,5,7,8,4
51:3,1,5,9,5,7,7,8,6,8,3,8,6,2,6,1,5,1,6,4,5,1,7,4,9,2,5,9,3,4
52:9,4,7,8,4,4,5,2,2,1,8,4,7,7,2,2,1,5,6,5,8,2,2,9,5,3,8,1,9,6
53:5,4,4,6,4,4,7,8,8,4,7,6,5,2,5,9,2,2,9,5,2,6,1,9,5,7,9,1,1,9
54:3,4,1,4,9,7,4,3,9,3,6,9,2,9,5,1,5,3,2,4,9,4,3,1,1,3,3,8,4,7
55:4,6,1,9,9,4,2,2,7,9,1,9,4,6,4,9,5,9,9,2,6,3,5,2,4,8,9,1,1,1
56:6,3,7,5,3,4,4,3,1,5,2,9,7,9,5,1,5,3,5,1,2,3,2,5,4,9,4,7,4,8
57:5,3,8,9,7,8,8,7,1,7,7,5,2,6,9,3,8,5,3,6,5,2,2,9,5,6,7,9,4,8
58:4,3,5,2,6,1,7,1,9,9,4,5,5,5,3,6,5,3,5,5,1,7,4,5,9,3,3,8,1,8
59:6,1,7,3,4,1,9,1,4,6,2,4,8,5,8,8,2,9,9,3,2,6,4,6,8,2,5,9,9,7
60:4,6,1,5,5,7,8,8,5,6,2,3,7,7,2,8,6,5,7,5,6,1,4,2,4,1,5,9,9,4
61:8,2,3,7,1,6,7,1,8,5,6,4,2,2,2,3,2,6,9,9,2,5,5,7,2,5,6,7,3,7
62:3,3,4,9,5,2,5,9,9,4,8,6,4,1,2,2,2,9,8,7,2,3,5,6,1,9,3,2,6,5
63:6,7,2,9,9,1,6,3,9,4,3,1,2,7,7,3,2,8,8,2,7,2,6,8,7,3,6,5,6,3
64:2,5,3,6,6,5,6,2,9,1,4,6,1,5,8,3,2,6,2,2,2,6,4,9,7,7,1,8,9,9
65:5,3,1,5,1,8,7,1,5,3,2,9,6,8,3,4,1,5,9,4,4,1,7,4,7,9,1,3,2,7
66:5,3,8,9,7,8,8,7,4,7,7,5,2,6,9,3,8,5,3,6,5,2,2,9,5,6,7,9,4,1
67:8,1,5,5,8,5,4,6,8,1,1,6,1,7,1,6,7,8,9,2,7,3,6,6,7,2,1,5,6,7
68:9,5,6,1,4,2,4,1,7,5,4,3,6,8,1,8,2,9,7,5,5,8,8,8,4,4,3,3,3,7
69:1,9,2,6,1,6,5,5,5,7,1,9,7,9,2,9,9,8,1,1,6,6,6,8,9,2,1,9,8,5
70:5,5,7,2,5,8,9,3,2,4,3,4,6,4,4,6,1,2,5,1,5,4,6,5,7,6,7,7,7,7
71:7,5,9,2,2,7,8,3,2,7,5,1,3,1,6,1,3,9,5,8,9,5,2,6,9,3,2,9,9,9
72:2,4,6,2,1,9,1,1,4,5,5,5,6,9,5,5,9,9,2,9,3,8,4,6,7,9,1,5,4,4
73:9,3,4,6,2,3,6,7,5,2,7,4,2,8,9,6,8,1,6,1,4,6,9,8,2,8,3,5,6,8
74:9,8,1,2,6,9,2,1,6,3,2,8,8,9,2,4,9,1,4,8,9,2,3,3,9,9,7,5,5,3
75:6,6,6,5,6,3,7,6,7,1,9,5,1,2,4,3,2,6,9,8,9,6,7,9,1,5,6,1,4,8
76:8,1,8,4,2,6,4,3,9,9,7,1,4,7,8,4,9,4,3,9,1,9,8,4,5,5,7,8,4,3
77:3,2,9,4,6,8,8,6,9,9,6,7,5,5,2,1,8,9,8,4,8,3,9,1,2,2,3,4,6,1
78:1,9,5,5,8,1,1,9,3,1,2,9,8,7,2,3,2,7,5,9,5,9,2,5,6,2,4,6,1,4
79:1,8,6,3,5,1,2,7,8,6,8,3,8,6,2,6,4,3,1,6,3,9,3,1,2,9,6,6,7,7
80:1,9,2,1,8,3,1,1,7,1,2,5,5,7,4,7,8,4,9,4,6,8,3,6,8,1,5,2,4,8
81:4,5,1,5,9,3,4,6,3,6,7,3,5,9,1,9,4,8,2,1,9,8,8,6,1,1,8,8,1,9
82:2,2,1,5,5,2,1,6,5,1,2,6,2,4,4,5,4,7,7,2,3,1,5,9,7,2,9,9,6,4
83:4,6,5,1,2,6,5,7,6,5,4,4,6,7,3,8,6,2,9,6,8,7,6,5,5,7,9,6,7,8
84:9,9,8,7,9,2,9,5,1,5,7,7,5,5,2,4,2,8,7,7,9,3,5,8,3,8,9,9,2,5
85:1,6,5,3,4,4,2,4,2,6,8,4,9,6,7,6,6,2,2,3,1,7,4,2,9,9,6,6,1,2
86:8,4,6,6,2,3,1,5,8,9,4,2,2,1,8,9,7,7,6,1,9,6,6,9,2,7,3,1,5,4
87:6,3,9,6,5,6,7,3,8,8,4,8,7,6,1,9,4,3,5,5,9,8,7,5,1,6,9,1,5,4
88:9,1,6,1,7,6,5,4,8,1,4,5,5,5,9,8,4,6,2,4,3,8,1,6,3,6,8,9,5,8
89:9,5,1,7,4,8,4,7,7,6,9,4,6,3,1,9,1,6,6,6,9,3,4,8,7,5,2,4,1,9
90:9,1,4,2,7,2,8,6,5,7,3,9,8,4,7,1,2,6,8,6,4,9,1,1,6,1,2,5,1,7
91:4,5,6,7,4,6,8,2,6,6,3,1,3,2,3,3,8,6,6,6,9,2,6,7,1,3,2,7,1,6
92:6,2,1,5,7,2,7,8,8,8,2,8,1,9,7,8,5,8,7,2,5,1,3,3,8,7,5,2,9,4
93:7,5,7,7,6,2,1,2,4,2,6,7,8,2,4,8,2,4,3,8,2,3,6,3,6,7,2,2,7,8
94:3,1,9,3,9,7,5,6,7,7,6,2,6,2,3,1,1,5,5,7,3,7,7,4,7,9,2,1,8,2
95:5,5,7,2,6,8,9,3,2,4,3,4,6,4,4,6,1,2,5,1,5,4,6,5,7,6,7,7,7,7
96:2,5,6,3,6,1,2,2,6,2,2,9,3,9,6,4,2,1,5,2,3,4,7,9,4,2,1,1,4,1
97:9,1,6,1,7,6,5,4,8,1,4,5,5,5,9,8,4,6,2,4,3,8,1,6,3,6,8,9,5,2
98:2,6,4,9,3,5,6,4,4,1,6,2,8,8,2,6,1,5,8,4,6,5,9,9,8,6,9,7,3,9
99:8,9,4,1,9,9,8,6,6,2,7,3,7,1,8,2,4,7,6,1,4,2,2,2,5,8,1,5,5,3
100:9,2,8,6,5,3,1,7,8,2,6,3,6,3,9,8,1,9,5,1,8,7,5,3,4,4,5,5,4,8
101:5,1,2,2,9,7,8,7,1,9,9,7,5,9,3,4,7,7,6,8,4,1,8,5,1,4,6,8,8,7
102:2,8,3,2,2,5,5,3,6,7,1,4,6,7,3,5,8,9,1,9,5,2,2,1,9,3,2,7,3,4
103:3,6,8,8,5,1,7,8,6,9,4,4,9,4,9,5,8,3,4,8,2,4,8,6,5,8,7,4,7,3
104:9,9,5,2,3,2,1,7,1,5,3,1,6,1,6,7,1,5,6,3,4,6,9,8,3,8,5,8,3,5
105:6,6,9,7,3,8,1,4,9,3,4,8,3,4,4,4,8,2,6,1,6,8,7,2,4,5,6,3,5,5
106:4,6,7,8,4,2,1,4,9,3,9,9,3,8,1,2,2,1,7,1,2,6,4,2,7,6,3,6,5,1
107:9,4,6,5,6,8,7,9,4,3,1,8,1,1,4,3,7,3,9,1,5,1,4,7,1,6,2,6,7,2
108:5,3,6,2,8,5,4,4,9,7,3,2,2,1,8,5,2,5,9,6,6,5,2,5,5,7,8,5,9,2
109:9,6,3,8,6,2,1,2,6,3,2,7,9,6,6,8,8,7,4,3,7,4,6,9,3,7,5,1,9,8
110:2,3,8,8,4,3,4,6,4,4,6,7,2,7,4,7,6,2,6,6,9,2,8,7,8,1,6,2,2,8
111:6,5,7,1,4,5,8,2,6,6,6,7,3,9,1,5,4,9,1,7,1,7,5,4,3,7,4,2,3,9
112:9,5,7,3,3,5,2,4,3,6,5,9,6,6,6,2,4,1,7,2,9,3,2,5,5,4,9,9,4,9
113:5,7,8,2,7,2,6,7,8,9,4,7,5,5,3,8,2,8,5,4,5,3,9,2,2,6,7,7,3,3
114:1,6,6,5,4,5,8,3,4,5,9,4,5,5,7,2,2,4,4,3,8,7,3,1,6,3,7,3,4,3
115:3,4,2,4,5,4,5,5,1,1,8,4,3,2,9,1,1,4,4,7,9,8,6,3,9,8,4,8,3,4
116:9,9,9,1,1,8,8,4,9,5,8,6,4,4,3,2,3,1,4,6,1,9,1,3,7,9,5,2,8,9
117:2,7,9,9,4,6,6,9,1,3,2,7,6,3,4,3,3,6,7,2,1,3,5,1,9,5,2,5,5,4
118:2,5,9,5,2,7,8,5,8,6,6,8,4,4,7,5,2,8,2,3,7,6,5,3,8,2,8,5,1,8
119:2,1,1,6,4,5,6,3,9,2,9,5,2,3,3,8,2,5,8,8,8,1,5,5,6,5,5,9,4,2
120:8,6,3,1,9,6,8,3,4,4,6,6,8,9,8,5,3,1,9,8,2,7,7,5,9,2,6,2,9,8
121:9,6,6,4,3,8,3,5,9,6,3,3,6,4,8,3,9,6,5,4,7,8,8,3,2,6,6,2,6,8
122:9,1,3,3,4,8,5,2,1,6,7,2,3,9,8,3,7,4,1,7,6,6,1,7,7,1,3,9,1,8
123:2,5,7,2,1,2,1,3,1,2,6,4,9,6,4,4,1,3,3,6,2,4,8,7,5,7,4,4,4,4
124:9,5,4,5,5,2,1,1,4,2,1,4,3,8,9,1,1,1,5,3,8,5,4,7,3,8,4,9,5,5
125:5,3,8,9,7,8,8,7,4,7,7,5,2,6,9,3,8,5,3,6,5,2,2,9,5,6,7,9,4,8
126:6,7,6,9,3,3,8,7,4,3,8,6,1,4,9,2,3,3,3,4,6,5,9,4,2,5,5,5,5,8
127:7,9,4,9,2,3,3,8,5,8,9,5,6,5,3,2,3,1,3,9,8,6,3,6,7,4,6,9,2,5
128:9,4,3,8,6,1,3,1,8,6,3,7,4,5,7,2,2,9,8,6,3,6,9,1,9,8,1,5,9,5
129:4,2,9,8,2,4,4,4,4,3,1,1,2,8,9,3,6,2,6,6,3,5,3,5,7,2,6,9,4,8
130:2,8,5,7,2,6,9,3,7,9,8,7,6,2,8,4,6,8,9,2,5,3,9,2,5,5,3,9,7,8
131:9,5,6,1,4,2,4,1,7,5,4,3,6,8,1,8,2,9,7,5,5,8,8,1,4,4,3,3,3,7
132:2,9,2,4,7,4,7,2,3,7,9,6,6,7,2,8,6,2,4,3,6,8,9,1,5,7,5,3,5,2
133:5,4,2,3,3,3,5,9,3,2,2,9,3,7,8,9,6,6,3,4,3,3,3,1,4,2,3,3,6,1
134:8,6,4,2,9,2,1,8,7,2,5,4,4,9,7,8,9,4,4,9,6,2,6,9,7,2,8,3,4,6
135:8,6,8,3,7,5,7,2,2,5,1,5,8,5,9,1,1,9,3,3,4,8,1,7,5,6,1,5,3,5
136:3,8,1,2,6,9,4,4,6,1,8,3,4,4,2,6,6,9,8,6,6,4,3,6,2,6,9,3,9,6
137:3,3,9,5,7,6,4,4,4,2,8,1,8,5,5,5,6,4,3,4,6,2,2,1,3,3,1,3,8,8
138:5,8,7,3,5,4,3,5,5,3,3,5,2,9,2,5,7,2,8,9,5,4,9,4,9,3,9,4,2,5
139:3,7,8,1,2,7,7,1,8,8,9,8,8,4,3,5,5,6,2,6,8,4,7,4,4,9,7,1,5,4
140:5,8,6,6,7,5,9,8,4,1,5,3,9,8,9,4,9,4,8,2,4,1,1,7,8,3,2,9,1,5
141:1,6,3,3,5,8,7,3,5,4,3,2,9,4,7,8,2,5,6,6,7,4,5,5,6,9,4,5,6,1
142:8,4,3,4,6,2,7,2,9,5,1,9,3,5,7,7,5,2,9,9,6,4,1,7,1,8,5,1,6,8
143:2,9,4,1,5,5,7,6,1,4,9,1,6,2,2,4,9,8,9,5,3,6,8,2,6,8,9,7,8,4
144:3,8,9,3,2,3,6,5,6,1,7,5,6,5,2,4,6,4,2,8,5,5,1,2,9,3,2,2,9,8
145:2,2,7,3,6,4,9,3,1,5,2,7,2,9,4,2,7,6,4,8,7,4,4,2,5,1,2,6,3,3
146:2,4,1,6,2,8,2,4,3,2,5,2,9,2,1,7,1,6,9,6,5,5,4,6,3,7,6,6,6,7
147:4,7,4,4,1,6,2,3,2,6,5,8,1,7,8,3,7,9,6,3,4,1,6,9,5,5,3,8,7,3
148:5,8,7,5,4,2,2,6,1,1,8,6,5,8,3,6,3,6,7,3,8,7,2,1,4,4,8,5,7,3
149:9,3,4,6,8,9,3,4,8,9,2,1,6,9,4,8,5,1,1,8,7,4,5,5,8,6,2,8,3,2
150:6,3,8,4,9,9,7,8,5,4,7,4,2,6,1,7,8,1,7,8,1,6,7,4,1,9,1,8,9,7
151:3,8,1,4,7,8,7,5,7,1,1,1,4,5,9,6,4,2,7,6,3,5,7,5,7,3,5,5,5,5
152:5,4,7,9,5,7,4,6,5,6,2,3,7,1,2,5,2,9,5,4,9,9,3,5,8,8,7,5,8,1
153:9,6,4,8,7,7,8,1,4,4,6,6,3,8,3,3,4,8,1,3,8,7,3,9,6,2,5,7,9,5
154:9,1,6,3,6,3,1,8,2,5,7,5,3,1,9,8,4,9,5,6,9,6,4,8,3,7,4,4,7,1
155:7,4,5,3,5,6,6,3,7,5,3,9,4,8,9,5,2,9,1,2,3,3,4,7,3,2,7,5,2,6
156:3,2,2,6,3,1,2,3,9,8,9,3,8,6,9,3,1,9,1,3,7,4,8,4,2,5,2,7,8,7
157:6,6,2,8,2,4,3,4,2,6,2,6,4,5,5,2,2,5,8,1,4,9,1,1,4,1,1,8,2,2
158:1,2,4,5,3,5,3,2,9,2,5,5,8,8,5,4,6,5,1,1,4,5,5,7,2,5,3,2,2,1
159:9,2,3,9,5,1,2,2,8,4,7,4,9,6,3,1,5,2,6,8,8,9,4,9,7,9,6,1,8,3
160:2,3,1,3,7,8,2,6,5,4,4,6,1,5,1,4,8,8,2,9,7,2,9,4,9,9,7,6,8,1
161:1,9,1,3,8,6,9,6,6,9,6,9,9,7,8,1,8,9,9,9,9,5,9,8,2,2,3,9,8,4
162:2,8,3,2,2,5,5,3,6,7,1,4,6,7,3,5,8,9,1,9,5,2,2,1,9,3,2,7,3,9
163:4,8,4,3,1,7,2,6,7,5,8,8,8,7,7,1,4,1,9,4,3,2,6,3,1,5,3,7,6,3
164:5,1,1,1,9,4,9,7,3,8,9,9,3,5,1,3,9,4,6,1,2,3,6,4,1,7,3,3,9,7
165:6,3,5,8,4,7,8,4,1,1,5,9,4,1,5,9,2,2,6,1,9,9,8,8,1,3,4,8,6,8
166:1,6,6,5,4,5,8,3,4,5,9,4,5,5,7,2,2,4,4,3,8,2,3,1,6,3,7,3,4,9
167:5,6,9,1,3,2,3,9,9,2,1,8,1,8,8,9,3,8,2,8,7,7,3,9,9,3,3,3,7,1
168:4,8,1,8,8,1,5,4,8,4,3,2,4,1,8,2,7,2,1,8,8,8,7,3,1,7,5,2,1,5
169:9,6,4,2,9,6,4,7,8,2,9,5,5,2,2,2,9,9,9,6,4,4,7,5,1,8,5,5,5,1
170:7,6,2,6,8,7,5,8,9,6,3,1,1,1,6,3,5,4,5,3,8,2,6,6,6,5,8,7,1,1
171:1,9,7,5,2,7,4,8,6,7,2,8,1,7,5,5,6,2,4,5,9,4,7,9,3,2,5,8,8,7
172:3,5,6,5,5,5,9,3,9,1,9,5,6,5,3,7,7,6,2,8,1,8,2,6,1,5,6,9,6,5
173:3,2,6,3,4,4,7,1,5,1,7,8,7,8,6,1,4,7,2,6,3,9,8,1,7,1,3,9,4,1
174:5,8,2,1,3,4,2,2,3,5,7,3,1,1,2,3,1,4,2,4,9,2,1,1,8,3,9,7,5,5
175:6,4,8,8,1,4,8,7,4,1,8,7,1,6,7,2,8,7,7,1,3,4,8,4,9,5,8,5,6,8
176:9,4,9,5,1,1,5,6,1,1,2,6,3,6,8,5,6,2,7,7,8,6,4,3,8,4,8,6,1,3
177:6,3,9,3,2,4,1,3,6,5,1,6,6,3,2,6,1,4,3,6,6,4,1,4,4,5,4,6,1,2
178:2,9,4,1,5,5,7,6,1,4,9,1,6,2,2,4,9,8,9,5,3,6,8,2,6,8,9,7,8,5
179:5,2,9,8,6,7,9,8,9,8,6,9,5,1,9,2,4,4,3,2,7,6,9,8,1,2,2,4,6,9
180:5,6,8,5,7,8,8,6,9,5,5,7,7,7,9,2,8,5,2,2,2,4,1,6,1,7,2,8,6,2
181:2,4,4,2,4,2,6,1,7,1,4,3,1,2,8,7,4,7,3,6,6,3,3,3,7,2,7,2,7,4
182:1,8,5,9,8,2,4,5,1,3,3,4,4,2,1,1,4,2,4,4,4,9,8,2,7,8,8,6,5,3
183:9,2,6,1,8,1,1,7,9,9,2,5,4,8,6,2,3,2,9,3,2,8,5,2,1,7,4,4,3,9
184:8,6,8,3,2,6,6,1,1,7,3,9,9,2,4,3,4,8,2,8,7,2,7,5,3,5,1,4,4,9
185:5,4,4,2,6,9,6,7,5,4,1,8,9,2,3,4,2,8,7,4,6,6,3,9,5,6,1,1,6,1
186:7,6,8,6,1,1,5,4,3,8,8,8,9,5,3,4,1,9,2,1,8,5,7,1,1,2,7,6,6,3
187:2,8,9,4,4,9,6,5,9,7,6,6,7,1,9,1,9,8,6,6,8,3,4,1,5,9,5,2,8,3
188:2,7,2,9,3,5,9,4,4,1,2,8,1,3,8,6,8,9,2,4,9,1,7,9,8,5,2,5,4,1
189:1,7,7,5,5,5,8,4,1,4,4,5,5,7,2,9,9,3,4,1,4,1,5,5,9,5,5,3,9,8
190:6,3,5,8,4,7,8,4,1,1,5,9,4,1,5,9,2,2,6,1,9,9,8,8,1,3,4,8,6,9
191:4,9,7,7,4,5,6,5,8,2,6,2,3,4,6,7,3,1,6,8,8,7,6,5,9,1,6,5,4,8
192:5,7,8,9,6,1,4,9,6,7,7,7,5,6,2,5,2,1,4,2,6,6,1,5,3,8,1,5,7,9
193:4,9,1,4,4,2,5,9,9,9,3,4,2,6,1,8,1,1,1,8,1,5,7,1,5,3,5,4,9,9
194:2,4,6,3,2,6,7,8,9,8,9,5,1,9,6,2,9,7,4,3,7,2,9,3,6,6,2,8,7,7
195:6,9,5,6,7,2,4,9,3,4,2,3,7,1,8,6,6,2,3,3,1,3,8,1,7,8,2,8,9,2
196:1,5,8,8,8,8,7,1,5,2,4,8,1,4,2,2,3,9,2,3,5,1,1,4,8,5,5,7,2,4
197:7,2,3,4,1,2,3,6,1,7,2,7,4,8,3,6,3,6,4,5,3,1,1,8,5,5,8,3,6,4
198:1,4,5,9,4,5,4,4,9,2,6,9,7,4,9,1,4,7,3,8,2,8,4,4,1,4,9,6,7,8
199:7,9,6,6,6,2,5,9,1,1,9,6,4,2,8,3,6,3,8,8,7,9,3,2,4,8,3,6,6,5
200:3,1,3,3,8,8,6,3,2,9,4,7,4,9,6,4,8,2,3,8,9,4,9,6,2,7,3,4,9,8
201:5,9,9,4,2,2,2,8,7,2,8,1,3,8,6,6,3,9,6,8,7,4,1,3,8,3,8,4,8,6
202:7,7,3,3,2,5,7,2,6,6,3,5,1,2,2,6,5,1,1,4,1,1,2,2,1,7,4,4,2,6
203:9,7,8,5,5,8,7,6,6,3,8,3,9,1,3,8,3,4,3,8,1,9,9,5,1,2,8,7,8,8
204:7,4,5,5,6,1,3,7,7,1,2,7,7,6,7,5,1,7,6,4,3,5,9,8,7,7,3,5,9,9
205:7,2,4,3,5,1,8,4,1,1,3,7,4,3,8,6,3,6,5,6,7,1,7,3,9,8,8,3,6,7
206:8,9,6,4,9,4,3,1,9,4,2,1,2,3,7,1,8,5,8,2,1,7,3,9,6,8,7,5,6,2
207:5,1,7,2,2,9,3,6,9,3,6,2,7,6,8,9,5,7,6,6,9,5,8,3,9,1,1,1,3,7
208:4,6,7,9,3,4,9,4,2,3,1,2,7,3,8,6,3,2,7,6,2,4,9,2,5,4,7,7,9,5
209:8,5,7,1,1,6,6,4,2,2,1,4,2,4,2,4,1,5,3,4,9,4,2,3,5,6,9,4,3,7
210:1,2,4,5,3,5,3,2,9,2,5,5,8,8,5,4,6,5,1,1,4,5,5,7,2,5,3,2,2,3
211:8,9,6,4,9,4,3,1,9,4,2,1,2,6,7,1,8,5,8,2,1,7,3,9,6,8,7,5,6,1
212:7,6,2,6,7,6,8,4,7,2,6,8,5,6,4,3,9,8,6,9,3,8,2,8,8,5,6,7,7,1
213:1,2,8,1,2,3,1,1,9,8,7,1,5,2,4,7,1,5,1,7,9,3,6,7,6,3,1,8,5,5
214:3,5,6,5,5,5,9,3,9,1,9,5,6,5,3,7,7,6,2,8,1,8,2,6,1,5,6,9,6,1
215:2,4,5,9,7,8,9,4,6,5,9,4,9,7,4,6,5,3,9,7,2,1,9,3,5,4,8,1,5,1
216:1,3,9,3,1,9,9,7,5,8,9,8,2,8,8,3,8,3,8,7,1,7,1,8,6,3,4,6,3,7
217:6,6,9,4,2,1,9,8,5,9,2,8,6,9,7,6,8,5,7,5,9,1,4,8,9,7,8,5,9,7
218:5,7,8,9,6,1,4,9,6,7,7,7,5,6,2,5,2,1,4,2,6,6,2,5,3,8,1,5,7,7
219:2,8,7,2,9,5,6,3,9,5,5,3,2,8,2,2,1,6,6,2,3,2,3,4,9,3,1,4,3,7
220:7,6,4,2,6,3,1,9,3,1,9,3,4,7,3,9,1,2,6,9,1,7,8,1,9,5,2,9,1,1
221:4,9,2,1,1,9,7,6,7,7,2,3,2,2,2,5,8,9,7,8,7,2,6,9,2,2,8,7,4,7
222:3,6,9,9,8,8,5,5,9,9,4,3,6,4,6,8,5,6,1,4,9,3,2,6,5,9,2,3,3,5
223:9,3,5,8,9,5,5,5,9,5,4,2,9,8,5,2,4,3,5,1,1,3,9,7,3,8,9,7,6,9
224:5,1,7,2,2,9,3,6,9,3,6,2,7,6,8,9,5,7,6,6,9,5,8,3,2,1,1,1,3,7
225:1,3,9,3,1,9,9,7,5,8,9,8,2,9,8,3,8,3,8,7,1,7,1,8,6,3,4,6,3,7
